athlete_id,athlete_name,sex,age,height_cm,weight_kg,team,noc,year,city,sport,event,medal
10151,Neymar Popov,M,23,176,67,Cuba,CUB,2004,Athens,Equestrian,Eventing Individual,Silver
10152,Wei Chen,M,27,187,63,Japan,JPN,2004,Athens,Equestrian,Eventing Individual,Bronze
10153,Michael Williams,M,20,175,71,Czech Republic,CZE,2004,Athens,Sailing,470 Men,Gold
10154,Hans Bolt,M,27,175,67,Romania,ROU,2004,Athens,Sailing,470 Men,Silver
10155,Mark Johnson,M,20,169,59,Great Britain,GBR,2004,Athens,Sailing,470 Men,Bronze
10156,Heike Brown,F,27,169,52,Romania,ROU,2004,Athens,Sailing,470 Women,Gold
10157,Jessica Smith,F,25,154,59,Great Britain,GBR,2004,Athens,Sailing,470 Women,Silver
10158,Oksana Smith,F,30,166,58,South Korea,KOR,2004,Athens,Sailing,470 Women,Bronze
10159,Mark Liu,M,24,188,56,Italy,ITA,2004,Athens,Sailing,Laser Men,Gold
10160,Hans Bolt,M,25,177,66,United States,USA,2004,Athens,Sailing,Laser Men,Silver
10161,Pierre Fischer,M,17,158,48,Great Britain,GBR,2004,Athens,Sailing,Laser Men,Bronze
10162,Allyson Park,F,25,163,60,Hungary,HUN,2004,Athens,Sailing,Laser Women,Gold
10163,Maria Kipchoge,F,33,150,43,Belgium,BEL,2004,Athens,Sailing,Laser Women,Silver
10164,Tatiana Zhang,F,21,174,54,United States,USA,2004,Athens,Sailing,Laser Women,Bronze
10165,Carl Popov,M,26,164,90,United States,USA,2004,Athens,Canoeing,Canoe Sprint K1 500m Men,Gold
10166,Ryan Smith,M,26,176,66,South Korea,KOR,2004,Athens,Canoeing,Canoe Sprint K1 500m Men,Silver
10167,Mark Smith,M,26,176,65,Japan,JPN,2004,Athens,Canoeing,Canoe Sprint K1 500m Men,Bronze
10168,Neymar Kipchoge,M,31,174,61,Romania,ROU,2004,Athens,Canoeing,Canoe Slalom K1 Men,Gold
10169,Sergei Fischer,M,22,178,71,Finland,FIN,2004,Athens,Canoeing,Canoe Slalom K1 Men,Silver
10170,Zhang Osei,M,30,177,85,Poland,POL,2004,Athens,Canoeing,Canoe Slalom K1 Men,Bronze
10171,Anna Williams,F,23,168,56,United States,USA,2004,Athens,Canoeing,Canoe Sprint K1 500m Women,Gold
10172,Heike Johnson,F,26,155,60,Jamaica,JAM,2004,Athens,Canoeing,Canoe Sprint K1 500m Women,Silver
10173,Allyson Liu,F,19,158,77,Belgium,BEL,2004,Athens,Canoeing,Canoe Sprint K1 500m Women,Bronze
10174,Adam Brown,M,25,168,74,United States,USA,2004,Athens,Taekwondo,-58kg Men,Gold
10175,Li Phelps,M,25,176,56,Canada,CAN,2004,Athens,Taekwondo,-58kg Men,Silver
10176,Yuki Martin,M,27,171,78,Jamaica,JAM,2004,Athens,Taekwondo,-58kg Men,Bronze
10177,James Volkov,M,33,170,83,Germany,GER,2004,Athens,Taekwondo,-68kg Men,Gold
10178,Alexei Volkov,M,25,169,71,Great Britain,GBR,2004,Athens,Taekwondo,-68kg Men,Silver
10179,Michael Johnson,M,19,163,92,United States,USA,2004,Athens,Taekwondo,-68kg Men,Bronze
10180,Michael Lewis,M,24,154,81,Canada,CAN,2004,Athens,Taekwondo,-80kg Men,Gold
10181,Yuki Brown,M,30,183,84,Kenya,KEN,2004,Athens,Taekwondo,-80kg Men,Silver
10182,Kento Bolt,M,29,176,75,Hungary,HUN,2004,Athens,Taekwondo,-80kg Men,Bronze
10183,Maria Liu,F,21,173,64,Great Britain,GBR,2004,Athens,Taekwondo,-49kg Women,Gold
10184,Sarah Zhang,F,25,153,48,France,FRA,2004,Athens,Taekwondo,-49kg Women,Silver
10185,Oksana Popov,F,30,164,56,Russia,RUS,2004,Athens,Taekwondo,-49kg Women,Bronze
10186,Simone Dubois,F,32,170,61,France,FRA,2004,Athens,Taekwondo,-57kg Women,Gold
10187,Jessica Yamamoto,F,28,165,57,Brazil,BRA,2004,Athens,Taekwondo,-57kg Women,Silver
10188,Anna Smith,F,29,177,56,Kenya,KEN,2004,Athens,Taekwondo,-57kg Women,Bronze
10189,Ivan Felix,M,23,172,82,Cuba,CUB,2004,Athens,Handball,Men,Gold
10190,Li Park,M,23,161,83,India,IND,2004,Athens,Handball,Men,Silver
10191,Klaus Osei,M,28,175,79,Sweden,SWE,2004,Athens,Handball,Men,Bronze
10192,Mary Popov,F,19,144,48,China,CHN,2004,Athens,Handball,Women,Gold
10193,Allyson Yamamoto,F,30,155,69,Australia,AUS,2004,Athens,Handball,Women,Silver
10194,Jessica Osei,F,31,171,74,United States,USA,2004,Athens,Handball,Women,Bronze
10195,Ryan Liu,M,31,175,73,Poland,POL,2004,Athens,Hockey,Men,Gold
10196,Yuki Johnson,M,31,175,70,United States,USA,2004,Athens,Hockey,Men,Silver
10197,Zhang Zhang,M,30,187,69,Russia,RUS,2004,Athens,Hockey,Men,Bronze
10198,Mary Fischer,F,29,176,67,Kenya,KEN,2004,Athens,Hockey,Women,Gold
10199,Oksana Fischer,F,24,159,55,Brazil,BRA,2004,Athens,Hockey,Women,Silver
10200,Mary Phelps,F,31,168,52,Finland,FIN,2004,Athens,Hockey,Women,Bronze
10201,Klaus Chen,M,25,175,71,Finland,FIN,2008,Beijing,Athletics,100m Men,Gold
10202,Neymar Kim,M,32,176,85,Russia,RUS,2008,Beijing,Athletics,100m Men,Silver
10203,Yuki Kim,M,27,186,69,Romania,ROU,2008,Beijing,Athletics,100m Men,Bronze
10204,Yuki Park,M,27,168,66,Great Britain,GBR,2008,Beijing,Athletics,200m Men,Gold
10205,Alexei Liu,M,18,164,77,Germany,GER,2008,Beijing,Athletics,200m Men,Silver
10206,Robert Bolt,M,25,172,69,Romania,ROU,2008,Beijing,Athletics,200m Men,Bronze
10207,Alexei Brown,M,26,170,88,Netherlands,NED,2008,Beijing,Athletics,400m Men,Gold
10208,Ivan Kim,M,20,184,66,Kenya,KEN,2008,Beijing,Athletics,400m Men,Silver
10209,Wei Martin,M,26,169,75,United States,USA,2008,Beijing,Athletics,400m Men,Bronze
10210,Ryan Kim,M,28,156,75,Russia,RUS,2008,Beijing,Athletics,800m Men,Gold
10211,David Kipchoge,M,27,173,90,Canada,CAN,2008,Beijing,Athletics,800m Men,Silver
10212,Ivan Park,M,16,182,59,India,IND,2008,Beijing,Athletics,800m Men,Bronze
10213,Zhang Biles,M,22,163,92,Finland,FIN,2008,Beijing,Athletics,1500m Men,Gold
10214,Michael Park,M,25,173,87,China,CHN,2008,Beijing,Athletics,1500m Men,Silver
10215,Boris Biles,M,27,178,57,Great Britain,GBR,2008,Beijing,Athletics,1500m Men,Bronze
10216,Carl Thompson,M,32,176,79,Denmark,DEN,2008,Beijing,Athletics,Marathon Men,Gold
10217,Pierre Osei,M,25,172,77,Italy,ITA,2008,Beijing,Athletics,Marathon Men,Silver
10218,David Dubois,M,28,180,85,Brazil,BRA,2008,Beijing,Athletics,Marathon Men,Bronze
10219,Jessica Tanaka,F,25,165,70,Netherlands,NED,2008,Beijing,Athletics,100m Women,Gold
10220,Allyson Brown,F,30,166,44,United States,USA,2008,Beijing,Athletics,100m Women,Silver
10221,Oksana Popov,F,23,178,68,Russia,RUS,2008,Beijing,Athletics,100m Women,Bronze
10222,Ye Martin,F,26,163,59,Belgium,BEL,2008,Beijing,Athletics,200m Women,Gold
10223,Birgit Kim,F,29,160,57,China,CHN,2008,Beijing,Athletics,200m Women,Silver
10224,Maria Tanaka,F,32,160,62,Russia,RUS,2008,Beijing,Athletics,200m Women,Bronze
10225,Elena Tanaka,F,30,165,59,Germany,GER,2008,Beijing,Athletics,400m Women,Gold
10226,Heike Chen,F,31,158,53,United States,USA,2008,Beijing,Athletics,400m Women,Silver
10227,Anna Chen,F,22,163,64,Italy,ITA,2008,Beijing,Athletics,400m Women,Bronze
10228,Anna Müller,F,29,152,55,China,CHN,2008,Beijing,Athletics,Marathon Women,Gold
10229,Simone Martin,F,30,151,70,Germany,GER,2008,Beijing,Athletics,Marathon Women,Silver
10230,Nadia Kipchoge,F,25,161,49,United States,USA,2008,Beijing,Athletics,Marathon Women,Bronze
10231,Boris Brown,M,23,157,77,Finland,FIN,2008,Beijing,Athletics,Long Jump Men,Gold
10232,Yuki Müller,M,23,170,67,Germany,GER,2008,Beijing,Athletics,Long Jump Men,Silver
10233,Wei Dubois,M,23,193,81,Norway,NOR,2008,Beijing,Athletics,Long Jump Men,Bronze
10234,Yuki Zhang,M,28,184,100,Australia,AUS,2008,Beijing,Athletics,High Jump Men,Gold
10235,Neymar Smith,M,25,173,78,United States,USA,2008,Beijing,Athletics,High Jump Men,Silver
10236,Robert Osei,M,29,160,80,Germany,GER,2008,Beijing,Athletics,High Jump Men,Bronze
10237,Pierre Chen,M,32,182,80,Finland,FIN,2008,Beijing,Athletics,Shot Put Men,Gold
10238,Usain Smith,M,29,175,74,Australia,AUS,2008,Beijing,Athletics,Shot Put Men,Silver
10239,Mark Bolt,M,27,166,80,United States,USA,2008,Beijing,Athletics,Shot Put Men,Bronze
10240,Usain Brown,M,25,155,78,Hungary,HUN,2008,Beijing,Athletics,Decathlon,Gold
10241,Michael Thompson,M,29,174,65,Germany,GER,2008,Beijing,Athletics,Decathlon,Silver
10242,Mark Martin,M,22,177,79,Czech Republic,CZE,2008,Beijing,Athletics,Decathlon,Bronze
10243,Larisa Dubois,F,26,182,50,France,FRA,2008,Beijing,Athletics,Heptathlon,Gold
10244,Emily Müller,F,29,165,66,United States,USA,2008,Beijing,Athletics,Heptathlon,Silver
10245,Anna Brown,F,26,162,76,Russia,RUS,2008,Beijing,Athletics,Heptathlon,Bronze
10246,Li Johnson,M,30,166,62,Brazil,BRA,2008,Beijing,Swimming,100m Freestyle Men,Gold
10247,Pierre Liu,M,22,158,70,Hungary,HUN,2008,Beijing,Swimming,100m Freestyle Men,Silver
10248,Pierre Tanaka,M,29,169,81,China,CHN,2008,Beijing,Swimming,100m Freestyle Men,Bronze
10249,David Müller,M,24,170,90,Finland,FIN,2008,Beijing,Swimming,200m Freestyle Men,Gold
10250,Ryan Kim,M,23,180,66,Australia,AUS,2008,Beijing,Swimming,200m Freestyle Men,Silver
10251,Wei Volkov,M,28,166,85,Japan,JPN,2008,Beijing,Swimming,200m Freestyle Men,Bronze
10252,Li Johnson,M,34,162,54,Germany,GER,2008,Beijing,Swimming,400m Freestyle Men,Gold
10253,Adam Müller,M,26,175,69,China,CHN,2008,Beijing,Swimming,400m Freestyle Men,Silver
10254,Alexei Bolt,M,27,175,67,Romania,ROU,2008,Beijing,Swimming,400m Freestyle Men,Bronze
10255,Michael Wang,M,25,175,68,Russia,RUS,2008,Beijing,Swimming,100m Backstroke Men,Gold
10256,Pierre Wang,M,28,176,64,Romania,ROU,2008,Beijing,Swimming,100m Backstroke Men,Silver
10257,Michael Popov,M,24,159,91,United States,USA,2008,Beijing,Swimming,100m Backstroke Men,Bronze
10258,James Zhang,M,26,178,79,Australia,AUS,2008,Beijing,Swimming,100m Breaststroke Men,Gold
10259,Alexei Wang,M,21,173,67,Russia,RUS,2008,Beijing,Swimming,100m Breaststroke Men,Silver
10260,Hans Lewis,M,23,163,79,Bulgaria,BUL,2008,Beijing,Swimming,100m Breaststroke Men,Bronze
10261,James Phelps,M,17,182,71,Belgium,BEL,2008,Beijing,Swimming,100m Butterfly Men,Gold
10262,Hans Williams,M,35,186,73,Japan,JPN,2008,Beijing,Swimming,100m Butterfly Men,Silver
10263,Klaus Smith,M,23,173,89,China,CHN,2008,Beijing,Swimming,100m Butterfly Men,Bronze
10264,Hans Zhang,M,27,169,70,Australia,AUS,2008,Beijing,Swimming,200m Individual Medley Men,Gold
10265,Ivan Dubois,M,28,163,78,Russia,RUS,2008,Beijing,Swimming,200m Individual Medley Men,Silver
10266,Hans Lewis,M,31,172,77,China,CHN,2008,Beijing,Swimming,200m Individual Medley Men,Bronze
10267,Usain Williams,M,23,165,56,Italy,ITA,2008,Beijing,Swimming,4x100m Relay Men,Gold
10268,Kento Phelps,M,23,184,44,South Korea,KOR,2008,Beijing,Swimming,4x100m Relay Men,Silver
10269,Hans Kim,M,22,183,79,France,FRA,2008,Beijing,Swimming,4x100m Relay Men,Bronze
10270,Liu Johnson,F,23,164,51,United States,USA,2008,Beijing,Swimming,100m Freestyle Women,Gold
10271,Oksana Lewis,F,27,175,51,Italy,ITA,2008,Beijing,Swimming,100m Freestyle Women,Silver
10272,Maria Wang,F,28,163,61,Romania,ROU,2008,Beijing,Swimming,100m Freestyle Women,Bronze
10273,Oksana Park,F,24,166,59,Bulgaria,BUL,2008,Beijing,Swimming,200m Freestyle Women,Gold
10274,Anna Bolt,F,26,157,58,United States,USA,2008,Beijing,Swimming,200m Freestyle Women,Silver
10275,Larisa Kim,F,21,162,58,Australia,AUS,2008,Beijing,Swimming,200m Freestyle Women,Bronze
10276,Larisa Phelps,F,24,178,53,Russia,RUS,2008,Beijing,Swimming,400m Freestyle Women,Gold
10277,Mary Osei,F,23,162,50,France,FRA,2008,Beijing,Swimming,400m Freestyle Women,Silver
10278,Kim Kim,F,25,167,52,Czech Republic,CZE,2008,Beijing,Swimming,400m Freestyle Women,Bronze
10279,Allyson Smith,F,32,167,42,Romania,ROU,2008,Beijing,Swimming,100m Backstroke Women,Gold
10280,Jessica Johnson,F,21,148,40,Great Britain,GBR,2008,Beijing,Swimming,100m Backstroke Women,Silver
10281,Kim Park,F,31,158,51,United States,USA,2008,Beijing,Swimming,100m Backstroke Women,Bronze
10282,Tatiana Smith,F,20,173,65,France,FRA,2008,Beijing,Swimming,100m Breaststroke Women,Gold
10283,Birgit Thompson,F,26,165,70,Russia,RUS,2008,Beijing,Swimming,100m Breaststroke Women,Silver
10284,Larisa Bolt,F,30,173,71,Czech Republic,CZE,2008,Beijing,Swimming,100m Breaststroke Women,Bronze
10285,Kim Chen,F,29,171,34,France,FRA,2008,Beijing,Swimming,4x100m Relay Women,Gold
10286,Sarah Felix,F,19,166,62,Czech Republic,CZE,2008,Beijing,Swimming,4x100m Relay Women,Silver
10287,Oksana Fischer,F,24,161,52,Great Britain,GBR,2008,Beijing,Swimming,4x100m Relay Women,Bronze
10288,Kento Thompson,M,23,173,62,Italy,ITA,2008,Beijing,Gymnastics,All-Around Men,Gold
10289,James Lewis,M,25,179,77,United States,USA,2008,Beijing,Gymnastics,All-Around Men,Silver
10290,Sergei Tanaka,M,22,163,76,Denmark,DEN,2008,Beijing,Gymnastics,All-Around Men,Bronze
10291,Carl Biles,M,25,171,79,Hungary,HUN,2008,Beijing,Gymnastics,Floor Exercise Men,Gold
10292,David Müller,M,26,173,79,Cuba,CUB,2008,Beijing,Gymnastics,Floor Exercise Men,Silver
10293,Michael Wang,M,23,175,76,Italy,ITA,2008,Beijing,Gymnastics,Floor Exercise Men,Bronze
10294,Zhang Yamamoto,M,34,176,73,China,CHN,2008,Beijing,Gymnastics,Pommel Horse Men,Gold
10295,Sergei Smith,M,25,181,87,United States,USA,2008,Beijing,Gymnastics,Pommel Horse Men,Silver
10296,Alexei Bolt,M,25,169,78,France,FRA,2008,Beijing,Gymnastics,Pommel Horse Men,Bronze
10297,Kento Tanaka,M,23,165,61,Bulgaria,BUL,2008,Beijing,Gymnastics,Rings Men,Gold
10298,Robert Wang,M,37,178,67,Poland,POL,2008,Beijing,Gymnastics,Rings Men,Silver
10299,Hans Zhang,M,22,184,70,United States,USA,2008,Beijing,Gymnastics,Rings Men,Bronze
10300,Klaus Tanaka,M,25,176,80,United States,USA,2008,Beijing,Gymnastics,Vault Men,Gold
10301,Adam Chen,M,22,180,70,China,CHN,2008,Beijing,Gymnastics,Vault Men,Silver
10302,Boris Kipchoge,M,32,170,58,Japan,JPN,2008,Beijing,Gymnastics,Vault Men,Bronze
10303,Yuki Osei,M,26,169,80,Netherlands,NED,2008,Beijing,Gymnastics,Parallel Bars Men,Gold
10304,Yuki Brown,M,25,175,67,Germany,GER,2008,Beijing,Gymnastics,Parallel Bars Men,Silver
10305,Carl Smith,M,27,180,57,France,FRA,2008,Beijing,Gymnastics,Parallel Bars Men,Bronze
10306,Michael Phelps,M,33,178,81,Japan,JPN,2008,Beijing,Gymnastics,Horizontal Bar Men,Gold
10307,Boris Johnson,M,24,172,51,Australia,AUS,2008,Beijing,Gymnastics,Horizontal Bar Men,Silver
10308,Ryan Biles,M,22,176,74,United States,USA,2008,Beijing,Gymnastics,Horizontal Bar Men,Bronze
10309,Anna Thompson,F,27,155,61,France,FRA,2008,Beijing,Gymnastics,All-Around Women,Gold
10310,Sarah Lewis,F,25,169,57,Italy,ITA,2008,Beijing,Gymnastics,All-Around Women,Silver
10311,Mary Johnson,F,24,175,43,Germany,GER,2008,Beijing,Gymnastics,All-Around Women,Bronze
10312,Birgit Martin,F,31,163,67,Belgium,BEL,2008,Beijing,Gymnastics,Floor Exercise Women,Gold
10313,Maria Brown,F,31,163,39,United States,USA,2008,Beijing,Gymnastics,Floor Exercise Women,Silver
10314,Liu Phelps,F,28,160,69,Ethiopia,ETH,2008,Beijing,Gymnastics,Floor Exercise Women,Bronze
10315,Dafne Williams,F,23,156,60,United States,USA,2008,Beijing,Gymnastics,Beam Women,Gold
10316,Birgit Felix,F,23,167,47,France,FRA,2008,Beijing,Gymnastics,Beam Women,Silver
10317,Jessica Fischer,F,24,157,64,Finland,FIN,2008,Beijing,Gymnastics,Beam Women,Bronze
10318,Elena Felix,F,19,155,51,Belgium,BEL,2008,Beijing,Gymnastics,Vault Women,Gold
10319,Maria Park,F,24,165,82,South Korea,KOR,2008,Beijing,Gymnastics,Vault Women,Silver
10320,Allyson Smith,F,24,156,65,Russia,RUS,2008,Beijing,Gymnastics,Vault Women,Bronze
10321,James Müller,M,24,181,84,Australia,AUS,2008,Beijing,Cycling,Road Race Men,Gold
10322,Wei Bolt,M,27,185,76,South Korea,KOR,2008,Beijing,Cycling,Road Race Men,Silver
10323,Alexei Volkov,M,33,184,63,China,CHN,2008,Beijing,Cycling,Road Race Men,Bronze
10324,Boris Zhang,M,23,171,77,Hungary,HUN,2008,Beijing,Cycling,Time Trial Men,Gold
10325,Hans Martin,M,23,173,76,Finland,FIN,2008,Beijing,Cycling,Time Trial Men,Silver
10326,Boris Popov,M,24,174,85,Belgium,BEL,2008,Beijing,Cycling,Time Trial Men,Bronze
10327,Ivan Tanaka,M,30,182,75,Italy,ITA,2008,Beijing,Cycling,Track Sprint Men,Gold
10328,Robert Volkov,M,26,179,69,Romania,ROU,2008,Beijing,Cycling,Track Sprint Men,Silver
10329,Usain Dubois,M,19,171,71,Australia,AUS,2008,Beijing,Cycling,Track Sprint Men,Bronze
10330,Kim Volkov,F,25,170,57,Germany,GER,2008,Beijing,Cycling,Road Race Women,Gold
10331,Tatiana Fischer,F,27,165,74,Russia,RUS,2008,Beijing,Cycling,Road Race Women,Silver
10332,Simone Martin,F,23,163,62,Norway,NOR,2008,Beijing,Cycling,Road Race Women,Bronze
10333,Birgit Popov,F,27,168,60,United States,USA,2008,Beijing,Cycling,Time Trial Women,Gold
10334,Elena Brown,F,26,163,63,Russia,RUS,2008,Beijing,Cycling,Time Trial Women,Silver
10335,Emily Johnson,F,24,162,66,China,CHN,2008,Beijing,Cycling,Time Trial Women,Bronze
10336,Wei Müller,M,30,164,69,Cuba,CUB,2008,Beijing,Cycling,Mountain Bike Men,Gold
10337,Kento Kim,M,28,170,82,Czech Republic,CZE,2008,Beijing,Cycling,Mountain Bike Men,Silver
10338,Alexei Popov,M,31,179,59,Finland,FIN,2008,Beijing,Cycling,Mountain Bike Men,Bronze
10339,Li Biles,M,28,171,61,United States,USA,2008,Beijing,Wrestling,Freestyle 65kg Men,Gold
10340,David Yamamoto,M,23,184,52,Ethiopia,ETH,2008,Beijing,Wrestling,Freestyle 65kg Men,Silver
10341,Michael Martin,M,18,159,66,Hungary,HUN,2008,Beijing,Wrestling,Freestyle 65kg Men,Bronze
10342,Neymar Park,M,20,165,85,Hungary,HUN,2008,Beijing,Wrestling,Freestyle 74kg Men,Gold
10343,Hans Phelps,M,26,185,90,South Korea,KOR,2008,Beijing,Wrestling,Freestyle 74kg Men,Silver
10344,Boris Bolt,M,29,178,91,Germany,GER,2008,Beijing,Wrestling,Freestyle 74kg Men,Bronze
10345,Alexei Brown,M,19,183,69,Hungary,HUN,2008,Beijing,Wrestling,Freestyle 86kg Men,Gold
10346,David Smith,M,27,174,86,Japan,JPN,2008,Beijing,Wrestling,Freestyle 86kg Men,Silver
10347,Ryan Thompson,M,29,165,74,Poland,POL,2008,Beijing,Wrestling,Freestyle 86kg Men,Bronze
10348,Mark Liu,M,28,177,85,Ethiopia,ETH,2008,Beijing,Wrestling,Greco-Roman 67kg Men,Gold
10349,Ivan Fischer,M,25,172,72,Japan,JPN,2008,Beijing,Wrestling,Greco-Roman 67kg Men,Silver
10350,Hans Liu,M,27,181,82,New Zealand,NZL,2008,Beijing,Wrestling,Greco-Roman 67kg Men,Bronze
10351,Ryan Bolt,M,18,176,63,Finland,FIN,2008,Beijing,Wrestling,Greco-Roman 77kg Men,Gold
10352,Robert Tanaka,M,26,179,72,Hungary,HUN,2008,Beijing,Wrestling,Greco-Roman 77kg Men,Silver
10353,Hans Lewis,M,23,175,78,Canada,CAN,2008,Beijing,Wrestling,Greco-Roman 77kg Men,Bronze
10354,Wei Chen,M,30,158,71,Denmark,DEN,2008,Beijing,Judo,60kg Men,Gold
10355,Zhang Williams,M,33,175,66,South Korea,KOR,2008,Beijing,Judo,60kg Men,Silver
10356,Ivan Williams,M,23,180,75,Germany,GER,2008,Beijing,Judo,60kg Men,Bronze
10357,James Brown,M,22,175,67,Germany,GER,2008,Beijing,Judo,66kg Men,Gold
10358,Kento Zhang,M,25,174,65,United States,USA,2008,Beijing,Judo,66kg Men,Silver
10359,Ryan Chen,M,32,181,63,France,FRA,2008,Beijing,Judo,66kg Men,Bronze
10360,Mark Dubois,M,27,177,66,Canada,CAN,2008,Beijing,Judo,73kg Men,Gold
10361,Li Wang,M,26,193,80,Cuba,CUB,2008,Beijing,Judo,73kg Men,Silver
10362,Ivan Kipchoge,M,26,172,68,New Zealand,NZL,2008,Beijing,Judo,73kg Men,Bronze
10363,Hans Zhang,M,36,183,77,Sweden,SWE,2008,Beijing,Judo,81kg Men,Gold
10364,Klaus Liu,M,32,168,83,Bulgaria,BUL,2008,Beijing,Judo,81kg Men,Silver
10365,Neymar Müller,M,29,187,60,United States,USA,2008,Beijing,Judo,81kg Men,Bronze
10366,Sergei Martin,M,26,178,85,South Korea,KOR,2008,Beijing,Judo,90kg Men,Gold
10367,Usain Williams,M,28,164,70,Netherlands,NED,2008,Beijing,Judo,90kg Men,Silver
10368,Carl Biles,M,31,190,75,United States,USA,2008,Beijing,Judo,90kg Men,Bronze
10369,Sergei Lewis,M,21,163,78,Germany,GER,2008,Beijing,Judo,+100kg Men,Gold
10370,Neymar Popov,M,26,179,77,Australia,AUS,2008,Beijing,Judo,+100kg Men,Silver
10371,Zhang Volkov,M,26,171,74,Russia,RUS,2008,Beijing,Judo,+100kg Men,Bronze
10372,Kim Dubois,F,38,161,48,Russia,RUS,2008,Beijing,Judo,48kg Women,Gold
10373,Oksana Yamamoto,F,28,159,50,Hungary,HUN,2008,Beijing,Judo,48kg Women,Silver
10374,Jessica Bolt,F,23,164,75,Sweden,SWE,2008,Beijing,Judo,48kg Women,Bronze
10375,Anna Osei,F,29,162,55,New Zealand,NZL,2008,Beijing,Judo,52kg Women,Gold
10376,Nadia Biles,F,30,168,72,Australia,AUS,2008,Beijing,Judo,52kg Women,Silver
10377,Liu Lewis,F,27,174,65,Canada,CAN,2008,Beijing,Judo,52kg Women,Bronze
10378,Kim Wang,F,22,156,54,Finland,FIN,2008,Beijing,Judo,57kg Women,Gold
10379,Anna Dubois,F,29,161,72,United States,USA,2008,Beijing,Judo,57kg Women,Silver
10380,Dafne Thompson,F,29,159,61,South Korea,KOR,2008,Beijing,Judo,57kg Women,Bronze
10381,Robert Phelps,M,29,179,73,Japan,JPN,2008,Beijing,Boxing,51kg Men,Gold
10382,Yuki Kipchoge,M,33,171,73,Italy,ITA,2008,Beijing,Boxing,51kg Men,Silver
10383,Jean Liu,M,26,177,74,United States,USA,2008,Beijing,Boxing,51kg Men,Bronze
10384,Michael Park,M,30,177,82,South Korea,KOR,2008,Beijing,Boxing,56kg Men,Gold
10385,Wei Kipchoge,M,21,168,83,Canada,CAN,2008,Beijing,Boxing,56kg Men,Silver
10386,Klaus Bolt,M,24,180,64,Belgium,BEL,2008,Beijing,Boxing,56kg Men,Bronze
10387,Michael Bolt,M,20,172,70,France,FRA,2008,Beijing,Boxing,60kg Men,Gold
10388,Zhang Park,M,29,172,72,United States,USA,2008,Beijing,Boxing,60kg Men,Silver
10389,Jean Phelps,M,31,171,89,China,CHN,2008,Beijing,Boxing,60kg Men,Bronze
10390,Klaus Phelps,M,20,169,81,Japan,JPN,2008,Beijing,Boxing,64kg Men,Gold
10391,Yuki Lewis,M,27,174,81,Ethiopia,ETH,2008,Beijing,Boxing,64kg Men,Silver
10392,Usain Johnson,M,24,170,79,United States,USA,2008,Beijing,Boxing,64kg Men,Bronze
10393,Hans Tanaka,M,23,177,76,Norway,NOR,2008,Beijing,Boxing,69kg Men,Gold
10394,Li Osei,M,26,176,93,United States,USA,2008,Beijing,Boxing,69kg Men,Silver
10395,Boris Felix,M,30,179,79,Jamaica,JAM,2008,Beijing,Boxing,69kg Men,Bronze
10396,Ivan Lewis,M,23,188,78,United States,USA,2008,Beijing,Boxing,75kg Men,Gold
10397,Sergei Bolt,M,28,171,68,South Korea,KOR,2008,Beijing,Boxing,75kg Men,Silver
10398,Li Fischer,M,22,175,66,Bulgaria,BUL,2008,Beijing,Boxing,75kg Men,Bronze
10399,Jean Chen,M,29,177,69,Norway,NOR,2008,Beijing,Shooting,10m Air Rifle Men,Gold
10400,Adam Martin,M,26,153,88,Cuba,CUB,2008,Beijing,Shooting,10m Air Rifle Men,Silver
10401,Yuki Biles,M,24,180,63,Russia,RUS,2008,Beijing,Shooting,10m Air Rifle Men,Bronze
10402,Ivan Williams,M,22,182,87,India,IND,2008,Beijing,Shooting,10m Air Pistol Men,Gold
10403,Sergei Kim,M,26,176,64,Finland,FIN,2008,Beijing,Shooting,10m Air Pistol Men,Silver
10404,James Martin,M,24,168,86,Japan,JPN,2008,Beijing,Shooting,10m Air Pistol Men,Bronze
10405,Ivan Bolt,M,30,181,80,France,FRA,2008,Beijing,Shooting,50m Rifle Men,Gold
10406,James Kipchoge,M,25,178,99,Brazil,BRA,2008,Beijing,Shooting,50m Rifle Men,Silver
10407,Michael Brown,M,21,172,91,South Korea,KOR,2008,Beijing,Shooting,50m Rifle Men,Bronze
10408,Maria Volkov,F,28,167,51,Italy,ITA,2008,Beijing,Shooting,10m Air Rifle Women,Gold
10409,Oksana Yamamoto,F,24,168,77,Canada,CAN,2008,Beijing,Shooting,10m Air Rifle Women,Silver
10410,Heike Smith,F,21,176,63,South Korea,KOR,2008,Beijing,Shooting,10m Air Rifle Women,Bronze
10411,Birgit Tanaka,F,29,163,68,France,FRA,2008,Beijing,Shooting,10m Air Pistol Women,Gold
10412,Mary Dubois,F,22,160,57,Germany,GER,2008,Beijing,Shooting,10m Air Pistol Women,Silver
10413,Ye Johnson,F,25,166,66,Hungary,HUN,2008,Beijing,Shooting,10m Air Pistol Women,Bronze
10414,James Park,M,23,177,69,Russia,RUS,2008,Beijing,Shooting,Trap Men,Gold
10415,Li Zhang,M,31,174,61,India,IND,2008,Beijing,Shooting,Trap Men,Silver
10416,Neymar Osei,M,21,185,62,New Zealand,NZL,2008,Beijing,Shooting,Trap Men,Bronze
10417,Pierre Smith,M,36,167,82,Germany,GER,2008,Beijing,Rowing,Single Sculls Men,Gold
